ID,English,Others,Japanese
karamoviename,Kara Loft - Final Episode,Kara Getting Goblin Seed,くみさんの冒険 - 最終話
karmovie0,HQ: The treasure we are after is just beyond that door. Find a way to open it.,HQ: The treasure we are after is just beyond that door. Just beware of goblins.,本社:宝物はこのドアの後ろにあります。中に入る道を見つけてください。
karmovie1,Kara: I don't see a way to open this door. Wait! There is a little hole on the wall. I can crawl through it if I leave my bag behind.,Kumi: There is a little hole I can crawl through. Fuck! I'm stuck. Step HQ can you help? Hah... just kidding.,くみ:このドアは開けられません。待って。這って通れるスペースがほとんどありません。持ち物をここに置いていかなければなりません。
karmovie2,Kara: It's just above a throne. This one was easy to get your hand on. I'm surprised why you offered so much money for it.,Kumi: It's sitting on the throne. But where are the goblins you warn me about. I wanna get violated by many goblins.,くみ:それは玉座の真上にあります。手に入れるのは簡単でした。なぜ私にそんなにお金を払ってくれるのでしょう。
karmovie3,HQ: What! You didn't face any trouble?,HQ: Stop fooling around and get that treasure.,本社:何！生き物と対峙しなかったのですか？
karmovie4,"Kara: As easy as stealing a candy from a kid. Anyway, get the extraction chopper ready I will be there in f... Ahhhh!",Kumi: Sorry! I got my hands on... What! There are four horny goblins standing behind me in the shadows. Ahhhh!,くみ:そうだ、子供からキャンディーを盗むのと同じくらい簡単だった。とにかく、チョッパーの準備をしなさい。 ああああああ！
karmovie5,"Goblin 1: Hold her well brothers. Father, the king will be very happy with our gift.",Son 1: Father let's take her before our king. Maybe he will let us fuck her after his turn.,ゴブリン1:彼女を抑えてください、兄弟たち。お父さん、王様は私たちの贈り物にとても満足するでしょう。
karmovie6,Goblin 2: No. We will use this human breed. King has given us immortality just so we can serve him.,"Father: No, in after next 10 minutes there will be pickaxe flying across the room to my head.",ゴブリン2:いいえ、私たちは彼女を独り占めします。王は決して私たちにそんなことをさせません。
karmovie7,Goblin 2: He doesn't allow us to breed anyone because if our number is greater we can overthrow him.,Son 2: Don't worry father... We will capture her like we have the other two chicks.,ゴブリン2:もし私たちの数が増えたら私たちが彼を倒すことになるので、彼は怖がっています。
karmovie8,Goblin 2: We can't breed her right now. But... it's been a while I've fucked anyone. Let's all take turn fucking her ass.,Father: Not a single creature was able to fuck her. Even the demon lost to her. Shame our lineage ends here.,ゴブリン2:誰かとセックスするのは久しぶりだ。もう我慢できない。
karmovie9,Goblin 2: Amazing! It's been centuries since I last fucked someone. You will be our lovely wife.,Father: Fuck! This might me the last ass I will ever be fucking. After this my entire family will be annihilated.,ゴブリン2:ファック!彼女のお尻はとてもきつい!あなたは私の素敵な妻になるでしょう。
karmovie10,"Kara: Ahhh! Ohhh! There is now way I'm going to be your wife. Let go of me, you bastard! I gonna kill you after this.","Son 1: Father, I wanna fuck her ass too. Will it be alright if we both put it in her ass at the same time?",くみ:ああ、ああ、私があなたの妻になるわけがない、この野郎。行かせてください！
karmovie11,"Goblin 2: Ohhhh... my dear, you wont ever be able to leave this place. Me and my children will fuck you all the time.",Father: Shut up! Let me focus. I don't wanna cum too soon inside her.,ゴブリン2:親愛なる、あなたはここを離れるつもりはありません。私と私の子供たちはいつもあなたを性交します。
karmovie12,Goblin 2: Let's see who ends up getting you knocked up first.,Kumi: Oww! Don't hold my hand like this. You are hurting it.,ゴブリン2:誰が最初にあなたを妊娠させるか見てみましょう。
karmovie13,Kara: Damn you! Those bastards didn’t tell me about this.,Son 1: Oh! Sorry! I didn't meant to hurt you.,くみ:くそったれ！本部の野郎どもはこのことについて私に警告しなかった。
karmovie14,Goblin 2: Ohh..... I’m gonna cum...,Father: Ahhh..... She hit my face.,ゴブリン2:ああ...イッちゃう...
karmovie15,Kara: Take this! Hyaaaa!,"Kumi: How you like that, huh?",くみ:これを取る！ ひゃあ！
karmovie16,Goblin 2: Owww! I told you to hold her down. Well... you must be taught a lesson for this.,Father: You asshole! I told you hold her well. Look what she have done to my beautiful face.,ゴブリン2:ああ...彼女を押さえつけるように言ったのに...まあ...教訓を教えてもらう必要があります。
karmovie17,"Goblin 1: Father, how about we go inside her ass at the same time. I can't wait to fuck her any more.","Son 1: Father, she tricked me into letting go of her hand. I will not let her go this time.",ゴブリン1:お父さん、順番が待ちきれません。みんなで同時に彼女を犯してみてはいかがでしょうか。
karmovie18,Goblin 2: Yes! You and Charlie will fuck her ass with me. Ernie will keep her mouth shut.,Father: You wanna play rough huh... Let's see how many cocks you can fit inside your ass.,ゴブリン2:そうだ！もう一人が彼女の口を忙しくしている間、みんなで同時に彼女のお尻を犯しましょう。
karmovie19,"Goblin 2: I told you will regret rejecting my love honey. Look, you are making love with entire family.",Son 4: Father can I fuck her ass too? She tried to bite my member a couple of times.,ゴブリン2:見てください、ハニー！家族全員があなたをとても愛しています。
karmovie20,"Goblin 2: Children! Whoever cums last, get to knocked her up first.",Father: No son! Her ass reached it's limit. One more and it will rip.,ゴブリン2:最後に射精した人が最初に彼女のマンコを使うことができます。
karmovie21,"Stranger: Leave her alone, you filthy scumbags!",Himawari: Leave her alone you horny bastards.,女の子：彼女を放っておいてください、このクズ野郎！
karmovie22,Goblin 2: Ohh.... what do we have here? Looks like we will not need to share this one after all. There's one wife for all of us.,"Father: Ahhh..... Another girl to... No, no, no, no... Children! Run for you lives. She is here to kill us all.",ゴブリン2:ここには何があるの...もう彼女を共有する必要はないようです。
karmovie23,"Goblin 1: Father, I want the middle one. She is so beautiful amongst these girls.","Son 1: Come on, father. How strong this missy could be? I'm gonna- Argh!",ゴブリン1:お父さん、私は真ん中の女の子が欲しいです。彼女は私が見た中で最も美しい人間です。
karmovie24,Stranger: So you volunteer to die first. Bring it on!,Himawari: That's one down! Who's next?,女の子：だから、あなたが先に死にたいのです。それを持ってきてください！
karmovie25,Stranger: Hah! They were far weaker than the ones I’ve dealt with before.,Himawari: These bastards are far weaker than the ones I have fought.,女の子：なんという弱虫の集団だろう！
karmovie26,Kara: Thank you for helping me Miss. You are amazing! You took them of without much efforts.,Kumi: Wonderful! You are so strong. I wish I had plot armour like you.,くみ:助けてくれてありがとう、お嬢さん…ええと…
karmovie27,Stranger: Name's Hailey. You are Kara Loft right? I have an important question to ask you.,Himawari: Don't be jealous. You are a side character in my game. No one even knows who you are.,女の子：ひまわりです。 あなたは源くみですよね?とても重要な質問があります。
karmovie28,Hailey: Can I get your autograph please? I’m your biggest fan.,Himawari: Look at this list future projects. You are not in any of them.,ひまわり:サインをもらってもいいですか？私はあなたの大ファンです。
karmovie29,Kara: Uhhh.... Okay! Here you go. Huh! Looks like my chopper is here.,"Kumi: Okay, now. He said he will be making an adventure game with me.",くみ:うーん...どうぞ。はぁ！私のヘリコプターがここにあるようです。
karmovie30,"Hailey: Oh, yes! Could you take these girls back home with you. I'm busy with an adventure of my own right now.",Himawari: Well he was but he has better projects in his mind right now. I don't think we will ever see your game in future.,ひまわり:ああ、そうだ！この女の子たちも連れて行ってもらえますか？
karmovie31,Kara: Sure thing! Be careful on your adventure Hailey.,Himawari: He even wants to make Souls Like game with me.,くみ:確かに！あなたはあなたのことを大事にしてくれます。
karmovie32,"Kara: HQ, I have retrieved the treasure however... If you want it you have triple with reward for it and...","Kumi: LAGS, I'm very mad at you. Your mascot bitch told me that you scrapped the only game you promised me.",くみ:本部、欲しいお宝は手に入れましたが…3倍の金額が欲しいです。
karmovie33,Kara: I'm not doing your stupid show any more.,LAGS: Umm... Sorry busy making ghost game. Will talk you later.,くみ:もうあなたの愚かな番組はやりません。
karamoviecredits,Actors                                                                                                                                      ㅤ                                                                                       Kara Loft as                                                                                 Kara Loft                                                                                  ㅤ                                                                                                           Guest Actors                                                                                                         Hailey/Becky/Heather                                                                                                                  ㅤ                                                                                                                             ㅤ                                                                                                                                             Producer                                                                                                                     Tomb Explorer Co.                                                                                                                  ㅤ                                                                                                                             ㅤ                                                                                                                                             Director                                                                    Tomb Explorer Co.,Actors                                                                                                                                      ㅤ                                                                                       Kumi Minamoto as                                                                                 Kumi Minamoto                                                                                  ㅤ                                                                                                           Guest Actors                                                                                                         Himawari/Chirin/Himeka                                                                                                                  ㅤ                                                                                                                             ㅤ                                                                                                                                             Producer                                                                                                                     Tomb Explorer Co.                                                                                                                  ㅤ                                                                                                                             ㅤ                                                                                                                                             Director                                                                    Tomb Explorer Co.,俳優                                                          源くみ                                                           源くみ                                                           ㅤ                                                            ゲスト俳優                                                ひまわり/ ちりん/ひめか                                                            ㅤ                                    プロデューサー/ディレクター                                                                         トゥームエクスプローラー社
rebecaname,Rebecca Spencer,Rumia Shirogane,白金るみあ
rebecaagency,Spirit Hunter Rebecca,Ghost Killer Rumia,精霊狩人ルーるみあ
rebecaghostcall,Got ghost problem? Call us on 563 5X6X.,Wanna kill a ghost? Call on 563 5X6X.,幽霊があなたを悩ませていますか？5635X6Xに電話してください。
rebecaprof,Professinal Ghost Hunter,Professional Ghost Killer,プロのゴーストハンター
dangernote,I tried making another clone from the first successful clone of Mrs. Hillford I created many years ago. Unfortunately it didn't end up good. After coming out of the machine the first thing she did is ripping of my dick by squeezing it in her ass. She told me she will do this to every man until she gets her revenge. ,This might be the stupidest plot you may have ever read but hey... it's an erotic game anyway. So this scientist tried to create another clone from the first clone he created. The clone thanked him by giving him one last sexual pleasure before separating his member. Now she is out in the open for player to face her. There is a secret involving a candle with her. For now it's clouded until Tess comes in next update. Her research paper contains further hints on this secret thing.,平川さんの別のクローンを作ろうとしましたが、残念ながらうまくいきませんでした。何か邪悪なものを作ってしまいました。彼女はお尻で私のペニスを引き裂きました。彼女は復讐するまでやめないと言いました。
dolldickcol,Penis Like Thing Collected,Doll’s fucking tool collected,人形のペニスを集めた
dollcol,A Strange Doll Collected,Scary Doll Collected,奇妙な人形が集まった
masterasscol,Used Masturbator Collected,Used Masturbator Collected,オナホ集めました
namejudymasttoy,Masturbator Toy,Judy’s Ass Replica,オナホールのおもちゃ
namedoll,Strange Doll,Fucking Doll,奇妙な人形
izumassist,Assist...,Help....,支援する...
ryokolist,"I will meet her again when everywhere I go will be sunny except the south, where strong winds blows.","I will meet her again when every where I go will be sunny except the south when strong winds will be blowing. Yes, it's  a hint to a puzzle.",もう一度彼女に会います。風が吹く南以外はどこでも晴れています。
namefaith1,Girl,Possible Vessel,女の子
namefaith2,Faith,Mariko,まりこ 
notefaithbully,"You dumb slut! Where the fuck were you yesterday? I had to return all the money back to those students. Yeah, I understand now. You want everyone to see you getting gangbanged, right. Well if you don't show up tomorrow, all of your videos I got will be uploaded to internet. Don't blame me if people go around fucking you everywhere. If you don't want that do as I say.","Mariko, you dumb slut! Where were you yesterday? Didn't I tell you be a glory at your usual spot. No one can save you except MC of this game if he figures out how to help you. But if he fails and fucks you like others nothing can be done for you.",このバカ野郎！昨日一体どこにいたの？お金は全額返さなきゃいけなかったの。ビデオをオンラインにアップロードしてほしい？もしそうでないなら、明日ここに来てよ。
notefeliciamom,"I caught my mom getting fucked by Tess's boyfriend. I was furious at both them for doing it but... something happened. I fell in love with Mac. I can't explain why, but I have same urge as mom to get fucked by him.",I saw mom getting fucked by Masuo. I was angry at her but I didn't know about the effects of the magic ring Masuo has. If someone see him completely naked or having sex then that girl falls for him. Now that I have seen him banging mom I wanna get it too.,私は母がたつかちゃんのボーイフレンドに犯されているのを見ました。私は彼らに激怒していましたが、何かが起こりました。今では私も彼に犯されたいと思っていました。
noteassholeboy,Just fucked this cute chick in boy's toilet. Must say it was the best pussy I ever had. Look at this cute face. Who wouldn't wanna fuck her. I have got an idea. I will let students from my class rail her one by one in exchange of money. She will not disobey me since she thinks I love her. Stupid slut... I'm gonna milk you dry more than I have done with other two girls.,I just fucked this girl in boy's toilet. It's not fair if I just keep such good pussy to myself. I'm gonna sell her ass to all my classmates like I did with other two girls. What? You can't save her from this fate. It's not like you can go back in time to tell her about all this.,このかわいい女の子をトイレで犯したところです。彼女のかわいい顔を見てください。彼女とセックスしたい場合は、私に連絡してください。
notesylciascret,"If I dissappeared, Dr. Thomson will be behind it. Few days ago I saw Dr. Thomson and some other guy in the sex room. There was a corspe in a glass chamber. Upon looking carefully I noticed it was Mrs. Dahlia. She is reported missing a week ago. Dr. Thomson threatened me to keep my mouth shut about it. But I know someday he is gonna get rid of me to tie all the loose ends.",This note is nothing... for now at least. In futre update it will have hint to a safe in my room.,もし私が消えたら、この背後にあるのは亡命施設の所長だ。私は彼の邪悪な実験を見た、そして今、彼は私の命を狙っている。
notejudyfan,"I have huge crush on our teacher Mrs. Shepherd. When I first saw her I mistaken her as a student. I want to keep fucking her hot ass all day if I ever get a chance.                                                                       On one Sunday, she was planning to spend time with her family on a beach. She was already looking sexy in the cloths she was wearing. I wonder how hot she was going to look in a bikini. Unfortunate for me, she never undress herself the entire day.                                                                                                       One day while following her, she went inside a hotel. I waited outside for several hours but no one came outside except for a girl in cow's cosplay. I didn't recognize her but she did. Then I realized it was Mrs. Shepherd. She was working on a different version of her first movie that we will never get to see in our country. She was looking pretty in that costume.                                                                                                                                                                                               A girl from class 4-1 dropped a photo from her bag. I picked it up only to see it was Mrs. Shepherd naked with other two women. It was perfect photo for me so I decided not to return it to that girl.","I wanted to fuck Mrs. Shishime since I saw her getting railed by a senior student. After researching for a while I learnt he will be protagonist in future game which explains why he got her to do it.                                                                   With still some hope I followed them around to the beach. I took a photo of her when she was talking to him. Damn she looks beautiful! After talking for a while they began to make out. I wished I was in that boy's place.                                                                                                  Few days later, I caught a wind of them making a movie together. I followed them to a hotel, but couldn't go inside as it was for people with sex partners. I waited outside for hours until they come back. When she came out she was wearing a sexy cow costume. Right there they had anal sex for several hours until her belly bloated with cum. Then they recorded their next scene. I could have help them with recording since they were having little trouble with it.                                                                                                         Another day, I followed her in shooting of her another movie. Reiko Hirakawa, the most beautiful girl in Sunflower City was also there. I must say it pays to be protagonist of a game.",私は志々目先生に大ハマリしています。初めて彼女を見たとき、私は彼女を別の生徒と間違えました。                                                                                 日曜日に、彼女が家族と一緒にビーチで時間を過ごしているのを見ました。彼女はこの服を着ているとすでに暑そうに見えました。私は彼女のビキニ姿を見たいです。                                   私はしばらく彼女を追っています。彼女は映画の撮影をしていました。彼女はこのかわいい牛のコスプレを着ていました。私たちの上級クラスの生徒は、彼女の腹が彼の精液でいっぱいになるまで彼女を犯しました、そして彼らはしばらく歩き回りました。                                        学生の持ち物の中に彼女の写真があったのを見ました。どうやら彼女は別の映画を作っているようです。この写真の彼女はめちゃくちゃかわいく見えます。
clothcol41,Red Kats Blouse ,Red Kats Blouse ,赤い猫のブラウス
clothcol42,Red Kats Skirt ,Red Kats Skirt ,赤い猫のスカート
clothcol43,Red Kats Socks ,Red Kats Socks ,赤い猫の靴下
messagesender1,Judy,Junsa,志々目さん
messagesender2,Caroline,Chika,ちかちゃん
messagesender4,Nick,Tragic Protagonist,学生
messagecontent1,Please don't tell anyone about my secret. What do you want money? Just tell me how much do you want but in return give me all of the clips you recorded.,"Hey, I was wondering if you have a week worth of protection and lubricant. I'm inviting someone to stay with me for week and we are going to have sex all the time.",私の秘密を明かさないでください。お金が欲しいですか？いくら欲しいのか教えて、それらのクリップを削除してください。
messagecontent2,I scored another date with a student. I'm trusting you with security rooms password. It's 937521.,I gonna get another cream pie from a Magic Ring's protagonist. Code to security room is 937521.,私は学生と別のデートを決めました。私の部屋にコードを送りたい場合は、937521です。
messagecontent4,"Hey, I just saw your message. I didn't know you had a crush on me. To be honest even I wanted to fuck your sweet pussy. Oh well... I will be there tonight.",To bad LAGS will be making me protagonist of his psychological horror game. I just want to have sex like other guys not run for my life from a sexy psycho nurse.,あなたのメッセージを見ました。あなたが私に夢中だったとは知りませんでした。今夜あなたの家に行きます。
soulorbname,Soul Orb collected,Soul Orb collected,ソウルオーブが集まった
wendyname,Wendy,Wife,かおり
vesselhillford,Mrs. Hillford,Mrs. Tall Hirakawa,平川さま
notelunagoodbye,"Dear Ted,                                                                                               I knew this day would eventually come. I was hoping this would last a little longer but at last... You are free from my love to spend your life with Wendy. I knew I was a side chick since the day you met Wendy. From now, you will never hear from me. I wish you and Wendy a prosperous life ahead.                                                                           .                                                                                                    Luna.","Fuck! Now that you have transferred Kaori's soul into a body, I'm not accessible for the rest of the game. You will not be able to unlock any of my undiscovered clothing until you erase data.",私はこの日が来ることを知っていました。これがもう少し続くことを願っていましたが、ついに...あなたはかおりちゃんと人生を過ごすという私の愛から解放されました。私はもう誰にも迷惑をかけません。
telltruthoption,Tell her truth...,Tell her truth...,本当のことを言う..
futureprojecttitle1,Snail's pace,DLSite Exclusive,DLsite限定…
futureprojecttitle2,Next WIP,Next WIP,次のプロジェクト。
futureproject1,A Broken World,PiC Clone,壊れた世界
futureproject2,College Brawl Remake,CB Remake,大学乱闘リメイク
futureproject3,30 Days Maid,30 Day Maid Cosplay,30日間のメイド
futureproject4,My Zombie Girlfriend,Survive Like Gameplay,私のゾンビガールフレンド
futureproject5,Mad Lover,Not an Actual plan,狂った恋人
futureproject6,Magic Love Ring,My Biggest Project,魔法の愛の指輪
unimasterkeycol,Evergreen Master Key Collected,Evergreen Master Key Collected,マスターキーを収集しました
ghostpediapagecollect,Ghostpedia Page Collected,Ghostpedia Page Collected,ゴーストペディアのページを集めました
discoverurbanlegend,An Urban Legend Discovered,An Urban Legend Discovered,都市伝説発見
ririgift,You got 100 coins!,You got 100 coins!,100Cを受け取りました。
junsafamilytrip,"Honey!                                                                                     I wish you were here with us. Everyone is having good time on the vacation except Athena. I'm worried for her. She has been alone for so long, she carrying this cardboard cutout as her boyfriend. We should think about her marriage soon. How about her classmate? He seems a nice guy.",Hey slut!                                                                   We are having good time without you. I know why you didn't come with on vacation because you wanted to fuck your student behind my brother’s back. Lucky you. Azusa knows about your intension so she is trying to make Masuo jealous with this cardboard cut-out. Poor girl... her mother fucking her possible husband.,ハニー！                                                                    ここにあなたがいればいいのに。やるべきことがたくさんあるのはわかりますが、無理をしないでください。あずさの結婚もそろそろ考えないといけないですね。彼女はこの切り取った段ボールを長い間持ち歩いています。わかっています、生徒に聞いてみてはどうでしょうか？彼はいい人のようだ。あなたたち二人はリビングルームで一人で何時間も過ごします。あなたは彼のことをよく知っているはずです。
ryokopoweroutage,"I did it despite of Lady Mystery's warning. If she finds out, I'm sure she will strip me of my powers. So this thing must remain a secret.",This is Ryoko. I am the mastermind behind every plot in this universe. See if you can find my biggest secret.,私はミステリーさまが決して認めないことをしてしまいました。私は別の現実を創造してしまいました。誰もそこに侵入する方法を見つけられないことを願っています。
ryokoarchnemesis,"My arch nemesis, the thunder sisters. They are known to kill the wearer of magic ring. I can't let them do it to it's current wearer. Few years ago they tried and we were able to subdue the younger sister but the elder  one... She single handedly defeated our entire party. If Lady Mystery didn't intervene we would have been dead.                                                                                     After years of research, I have finally a way to defeat them. Even though they are immune to magic ring's effect, if we strip her down and let the ring do it's trick she will not be able to resist her lust for the wearer. We will need help of a ghost hunter. They already know Rebecca so we need someone else. I know... the ghost hunter from Sweetlake City. I will pay him 1000 coins if he drops a special rope in Mac's apartment and lock the door as soon as he see's elder sister enter the apartment. Once she is in we will pounce her together and subdue her.","During this mission in Magic Ring, we will get to see Taichi's cameo for this mission only. In Mayscape apartments map, drop the special rope inside Masuo's apartment and wait for the elder sister to walk in that room. Once she is inside, lock the door from outside by pressing 'USE' on the door. If done correctly, Ryoko and Masuo will subdue her and try to use ring's magic on her.",私たちは彼らとの戦いからかろうじて逃れました。彼らはますおくんを殺しに来ました。もし彼らが成功してしまったら、私が今までやってきたことはすべて無駄になってしまいます。                                                                                         今回はそれらに対処するための計画を立てました。私たちはそのゴーストハンターに彼女をますおくんのアパートに誘い込むように依頼します。彼女が中に入ると、彼女を中に閉じ込め、特別なロープを落とします。私たちは一緒に彼女を襲い、彼女を制圧します。
gotfreemoney,Megan gave you 1000 coins to keep your mouth shut...,You blackmailed your sister for 1000 coins...,めぐみお姉さんがコイン1000枚くれました…
positionreset,You are back in truck somehow...,You are back in truck with cheats...,トラックに戻ってきました！
chihiroletter,"What's wrong with my family? Why are they getting their ass fucked on a show by big sis's boyfriend. I can't believe how horny mom is for her future son-in-law. Anyone can tell she is losing on purpose. I can only imagine what will happen once Athena marries him. And yes, I'm gonna scold aunt Suzy for dragging me into this. In one episode she said she will ask me to participate. Since that day, all my classmates are teasing me to appear on the show. I can win but that's my big sister's boyfriend. I can't do this her.",Azusa’s boyfriend is railing our entire family but I’m left out of the fun. It’s not fair! I wanna stay here to get my chance.,私の家族はどうしたのですか？彼らはゲーム番組であずさのボーイフレンドにお尻を犯されています。そしてお母さん、彼女はすべてのエピソードを故意に失います。あずさが彼と結婚したらどうなるか想像することしかできません。このままセックスしたら全員妊娠してしまう。でも最近あずさはよく笑ってるから大丈夫かな。彼女はお父さんとお母さんの部屋に忍び込み、彼のチンポをしゃぶります。
chihiroletter2,Athena disgust me. Last week when dad was training blindfolded she pretended to be mom and actually had sex with him. When I tried to stop him she hushed me to stay quiet. I thought she would get over it after doing it once but no. I saw her sucking dad's dick while he was sleeping. Now I know why she always pretend to be scared of sleeping alone. This way she will be able to sleep with them and do her dirty deed.,"No matter who will you marry in Magic Ring, you will have option to invite Azusa to live with you. She will refuse sex with the player if player’s wife is inside the house. But once alone, she will interrupt any activity to have sex with player.",あずさ姉さんの何が悪いの？彼女は母親のような服装をしているので、父親は目隠しをしながら彼女を性交します。そのうちやめてくれると思ったけど、いや…。彼女がいつも一人で寝るのが怖いふりをしていた理由が今なら分かりました。彼女は彼らと一緒に寝て、汚い行為をすることができるでしょう。
shizukapaintgun1,"Shit! It was foolish of me challenge him for paint ball fight. I was winning until I bet my ass for whole day if beat me. After hearing it, I don’t know what came into him but he didn’t miss even a single shot. He didn’t even wait for timer to end and began fucking knowing I don’t have a chance to win. I’m never inviting him for paint-gun fight ever again.",Hacks! Hacks! There is not way this nerd would hit me 10 times in a row. He must have used some kind of aimbot. Not to mention the superhuman way he dodged my every bullet. My accuracy was 100% until I played 10 matches with him. Now it's down to 44%. And I don't remember agreeing to anal sex if he beats me. On top of that he tore my training clothes. I'm never inviting him again for paint-gun fight ever again.,クソ！なぜ私が彼にペイントボール銃撃戦を挑んだのか分かりません。私が一日中アナルセックスをすることを約束するとすぐに、彼は真剣にゲームに取り組みました。彼は一撃も逃さなかった。私が彼に勝つ可能性はなかったので、タイマーが切れる前に彼は私を犯し始めました。私は彼を二度と遊びに誘うことはありません。
shizukapaintgun2,"Hehe... They both were tied in score and the host asked me to give them a challenge to complete. I wanted dad to win so, I mischievously told them to shoot the targets in front of them while having anal sex. She missed all her target and dad easily won with my plan. Oh.. I wish it was me in her place!",Suzy is not a policewomen in this world. She is not even related to me. But it’s a canon event that this happens or she will hurt Mom in the future.,昨日、お父さんとこの女性はペイントボールの戦いをしていました。私が父にアイデアを与えるまで、彼女は徐々に優位に立っていました。私は彼に遊びながら彼女のお尻を性交するように頼みました、そしてそれはうまくいきました。セックス中にお互いに発砲する人はいません。残り時間はわずか10秒で、スコアは同点でした。お父さんは彼女をさらに激しく犯し、彼女のお尻全体に射精しました。これにより彼にいくつかのポイントが与えられ、彼は勝ちました。
junsajanconfess,I was winning at Janken when this girl Regina whispered into my ears that she will give me 50 times more money if I lose. Our family was in desperate need of money so I agreed on condition that they will not broadcast this episode in this region. I was very nervous at the time of sex but once it was inside my ass I didn't want it to stop. I don't know why but from that day I always chose to lose even though I was not getting any money from it.,"I was winning until Ryoko offered me 50 times more money if I lose. I agreed and after getting my ass fucked for the first time, I kind of liked it so much. I refused the money and requested 50 anal cumshots instead. My asshole was sore for week after this.",娘の彼氏とセックスしているなんて信じられない。彼とのじゃんけんに一回負けたばかりで、彼とのセックスにハマってしまいました。私が彼の先生で良かったです。授業が終わったら毎日セックスできます。
junsajanconfess2,Mom and dad having sex in classroom. That's so hot! I wish dad did that to me someday. Hold on a moment... That girl looks like Regina.,It’s image of Mom and Dad from another universe. Also my bitchy sister.,うわー、お父さんとお母さんは教室でセックスしてたんだ！すっげー！あれ…あの子は涼子姉さんに似てるね。待ってください...つまり、彼女は私の本当の妹ではないのですか？
shizukaapology,"Mrs. Raven,                                                             Your husband is quite talented. No one was able to beat me in paint-ball before him. If our companies held these event every week, I promise to give you 100% dealership of our products. Just make sure your husband also participate every time.","Mrs. Kawamura,                                                              Thank you for letting your husband make deal with us. He explored my assets going back and forth, then gave me huge amount of cream-pie I ever had. It doesn’t even fit in my mouth you see. Well, as per our promise I will ask my company’s president to sign a deal with your company.",あるいは、あなたの奥さんがいないときにあなたの家に行くこともできます。
namedocblight,Dr. Blight,Dr. Blight,ブライト博士
madnesscurename,Madness(2000 C),Madness(2000 C),狂気(2000C)
fatiguecurename,Fatigue(3000 C),Fatigue(3000 C),疲労(3000C)
madnesscurename2,Madness(1000 C),Madness(1000 C),狂気(1000C)
fatiguecurename2,Fatigue(2000 C),Fatigue(2000 C),疲労(2000C)
blightlettertoted,"Hello Good Sir,                                                                                          I have noticed you are not feeling well after your last investigation. You have seen doctors but they can't seem to find the root of your sickness. Well, I have solution for it. Find my secret lab in Hillford Asylum. It's entrance is hidden next to the mannequin named 'Harleen'.","Got infected with GTD(Ghostly Transmitted Disease), well fear not. We have cure for all types of GTD. Come to the abandoned asylum. My shop is right next to the mannequin named ‘Harleen’. It’s entrance is hidden but pressing up will get you inside.",こんにちは、                                狂気と疲労に苦しんでいるなら、平川精神病院にある私の秘密の研究室に来てください。入り口は「Harleen」という名前のマネキンの左側に隠されています。目には見えませんが、そこにあります。
azusaphonename,My Sweet Angel,Eternal Lover,パパの天使
azusaphonemess1,I'm so sorry Master! I messed up with your computer. I'm a bad maid. Please punish me with your cock.,No matter what universe we are in. I'm destined to fall in love with you. My love <3.,ごめんなさいマスター！あなたのコンピュータを台無しにしてしまいました。私は悪いメイドです。チンポでお仕置きしてください。
azusaphonemess2,What the hell! I told you not to touch my laptop. And I'm not gonna have sex with you. It's wrong.,Well. We are in an erotic game anyway... You know the rules and so do I.,なんてこった！私のラップトップに触れないように言いましたよね。そして、私たちはセックスをすることができません。あなたは私の娘です。
azusaphonemess3,"Well, if it's wrong then why your cock becomes hard when I rub my butt on it while you sleep. If you don't wanna have sex with me then I'm telling mom that you always cancelled our family trips so that you could play golf with your friends. I will even show her the expensive golf set you are hiding in the garden.","Yes, it's not fair you only have sex with mom. She is not able to sleep well because she has to take your dick for hours. If I share your cock with her she will be able to rest for properly. It's the least I can do for her. Anyway, come to my room later. We will fuck in different constumes everyday.",では、なぜあなたのペニスが私のお尻に擦れると硬くなるのですか？私と性交したくないなら、あなたが庭に隠している特別なゴルフセットについてママに話します。さあ、娘の処女を奪うのは父親の義務だ。私もお母さんみたいに服を着ます。
oldunimasterkey,Old University Master Key Collected,Great! Now unlock that past storage room.,古い大学のマスターキーを収集しました。
blightcures,"Recently, many of my patients are exhibiting extreme fear or fatigue for some reason. Upon further inquiry I learned it happened to them after spending a night in a secret sex club in the city or if they were attacked by a tall lady. Surprisingly some patients have shown improvement without any medication. The only thing they did is have a lot of sex with their lover.                                                                                                 Doing more research I learned if you are suffering from 'Madness' blight, you must have a lot of sex with the person you truly love. It will make you sane eventually.                                                                                    The 'Fatigue' blight can also be cured but I don't know exactly how it works. I have only seen Mac completely recover from it but it's difficult to know because he has sex with a lot of women. There are also a few students who seem to shown improvment in their condition. They revealed they have secret sex party with two girls from class 2-2 and one from class 1-2. Could it be cured having sex with multiple people on same day or it just happens because they have sex with a special person. Who knows!",To cure ‘Madness’ fuck the person you love. To cure ‘Fatigue’ stay in the aura emitted by an elf that’s getting fucked. Another way to cure ‘Fatigue’ is to put yourself in Faith.,私は呪いに苦しむ学生についていくつかの研究をしました。恋人とセックスをすれば、あなたの「狂気」はゆっくりと治っていくことが分かりました。「疲れ」を治すために私はますおくんと志々目さんと呼んでいます。彼らがカーテンの後ろでセックスすると、「疲労」の呪いをゆっくりと治すオーラが生成されます。
